0,008741;0,000230
0,005340;0,000130
0,0106;0,000277325
0,0038;9,24E-05
0,0123;0,000322265
0,013;0,00031465
0,0088;0,000230115
0,0044;0,00010706
0,0105;0,000274535
0,0047;0,000114025
0,0123;0,000321465
0,0112;0,000262625
0,008;0,0002027
0,004;9,36E-05
0,011;0,0002784
0,005;0,00011705
0,012;0,0003058
0,012;0,00028185
0,009;0,0002291
0,005;0,0001185
0,011;0,0002774
0,004;9,41E-05
0,012;0,0003053
0,013;0,0003053
0,009;0,0002266
0,005;0,000119
0,01;0,000254
0,004;9,41E-05
0,013;0,0003307
0,011;0,0002585
0,009;0,0002291
0,004;9,41E-05
0,011;0,0002794
0,004;9,36E-05
0,012;0,0003048
0,012;0,00028085
0,009;0,0002296
0,005;0,0001161
0,01;0,000255
0,004;9,36E-05
0,012;0,0003058
0,013;0,00030695
0,009;0,0002281
0,005;0,0001176
0,01;0,000254
0,005;0,00011955
0,013;0,0003282
0,011;0,0002571
0,008;0,0002032
0,004;9,32E-05
0,011;0,0002794
0,005;0,00011755
0,012;0,0003043
0,012;0,0002818
0,009;0,0002276
0,005;0,000117
0,01;0,000255
0,004;9,37E-05
0,012;0,0003053
0,013;0,0003044
0,008;0,0002042
0,005;0,00011765
0,01;0,000254
0,004;9,51E-05
0,013;0,0003317
0,011;0,00025945
0,009;0,0002276
0,004;9,32E-05
0,011;0,0002774
0,005;0,00011755
0,012;0,0003058
0,012;0,00027905
0,009;0,0002306
0,005;0,000117
0,011;0,00027595
0,004;9,37E-05
0,012;0,0003053
0,013;0,0003035
0,008;0,0002027
0,005;0,00012005
0,01;0,0002535
0,005;0,0001195
0,013;0,0003282
0,011;0,00025745
0,008;0,0002037
0,004;9,36E-05
0,011;0,0002814
0,005;0,000117
0,012;0,0003048
0,012;0,00027995
0,009;0,0002281
0,005;0,000118
0,011;0,0002774
0,004;9,51E-05
0,012;0,0003018
0,013;0,0003053
0,008;0,0002032
0,005;0,000119
0,01;0,000253
0,004;9,41E-05
0,013;0,0003287
0,011;0,00025605
0,009;0,0002281
0,004;9,27E-05
0,011;0,0002809
0,005;0,00011655
0,012;0,0003038
0,012;0,0002819
0,009;0,0002281
0,005;0,00011755
0,011;0,0002774
0,004;9,46E-05
0,011;0,0002774
0,01;0,0002295
0,01;0,000254
0,01;0,000234
0,01;0,000254
