0,0165;0,00041785
0,0043;0,00010101
0,0197;0,00049864
0,0042;9,90E-05
0,023;0,0005787
0,011;0,0002547
0,017;0,0004313
0,004;9,32E-05
0,02;0,0005075
0,004;9,27E-05
0,023;0,0005832
0,011;0,0002561
0,016;0,0004054
0,004;9,31E-05
0,02;0,000506
0,006;0,00013995
0,023;0,0005847
0,01;0,00023315
0,017;0,0004288
0,004;9,32E-05
0,02;0,000509
0,004;9,23E-05
0,022;0,0005578
0,011;0,0002552
0,016;0,0004049
0,004;9,32E-05
0,02;0,000507
0,005;0,00011755
0,023;0,0005832
0,01;0,00023315
0,017;0,0004313
0,004;9,36E-05
0,02;0,0005085
0,004;9,36E-05
0,023;0,0005812
0,011;0,0002552
0,017;0,0004318
0,004;9,42E-05
0,02;0,000506
0,006;0,00013995
0,023;0,0005812
0,01;0,0002332
0,016;0,0004044
0,004;9,36E-05
0,02;0,0005065
0,004;9,27E-05
0,023;0,0005797
0,011;0,0002561
0,016;0,0004034
0,004;9,36E-05
0,02;0,000506
0,004;9,36E-05
0,023;0,0005817
0,011;0,0002556
0,017;0,0004303
0,004;9,32E-05
0,02;0,0005045
0,006;0,0001395
0,023;0,0005812
0,01;0,0002336
0,017;0,0004303
0,004;9,36E-05
0,02;0,000507
0,006;0,0001395
0,022;0,0005568
0,01;0,0002336
0,017;0,0004273
0,004;9,41E-05
0,02;0,000506
0,004;9,13E-05
0,026;0,00065545
0,01;0,000234
0,02;0,000508
