0,0166;0,00043452
0,0041;9,97E-05
0,02;0,000523
0,005;0,0001225
0,023;0,0006061
0,011;0,0002664
0,017;0,0004467
0,004;9,76E-05
0,02;0,0005263
0,006;0,0001454
0,023;0,00060505
0,01;0,0002435
0,017;0,00044665
0,004;9,76E-05
0,02;0,0005253
0,005;0,0001215
0,023;0,0006069
0,011;0,0002649
0,017;0,0004428
0,004;9,66E-05
0,02;0,0005292
0,005;0,000121
0,023;0,0005997
0,011;0,0002664
0,017;0,00044475
0,004;9,76E-05
0,02;0,000523
0,005;0,0001205
0,023;0,00060465
0,011;0,0002659
0,017;0,0004443
0,004;9,71E-05
0,02;0,0005258
0,005;0,0001215
0,023;0,0006021
0,011;0,0002659
0,017;0,00044665
0,004;9,76E-05
0,02;0,0005249
0,005;0,000123
0,023;0,00060455
0,011;0,0002679
0,017;0,00044715
0,004;9,66E-05
0,02;0,000523
0,005;0,000121
0,023;0,00060785
0,011;0,00026445
0,017;0,00044525
0,004;9,66E-05
0,02;0,00052575
0,005;0,00012
0,023;0,00059995
0,011;0,000257
0,017;0,0004353
0,004;9,41E-05
0,02;0,000509
0,005;0,0001171
0,023;0,0005877
0,011;0,0002581
0,017;0,0004318
0,004;9,46E-05
0,02;0,000508
0,005;0,000118
0,023;0,0005852
0,011;0,00025795
0,017;0,0004348
0,004;9,27E-05
0,02;0,0005075
